,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date
199,200,Falling Down - Bonus Track,Lil Peep,1395883,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11
0,1,WAP (feat. Megan Thee Stallion),Cardi B,11746665,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
1,2,Mood (feat. iann dior),24kGoldn,10161557,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
2,3,Holy (feat. Chance The Rapper),Justin Bieber,9424690,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
3,4,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,8972580,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
4,5,Laugh Now Cry Later (feat. Lil Durk),Drake,8499539,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
5,6,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7529974,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
6,7,POPSTAR (feat. Drake),DJ Khaled,5910127,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
7,8,ROCKSTAR (feat. Roddy Ricch),DaBaby,5848502,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
8,9,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,5485692,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
9,10,Come & Go (with Marshmello),Juice WRLD,5264117,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
10,11,Wishing Well,Juice WRLD,5157179,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
11,12,Heather,Conan Gray,5105315,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
12,13,Dynamite,BTS,4809619,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
13,14,Blinding Lights,The Weeknd,4745353,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
14,15,Watermelon Sugar,Harry Styles,4583908,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
15,16,Mood Swings (feat. Lil Tjay),Pop Smoke,4475255,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
16,17,you broke me first,Tate McRae,4272078,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
17,18,Blueberry Faygo,Lil Mosey,4056372,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
18,19,Wolves (feat. Post Malone),Big Sean,3869259,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
19,20,Savage Love (Laxed - Siren Beat),Jawsh 685,3666621,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
20,21,Smile (with The Weeknd),Juice WRLD,3571426,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
21,22,Go Crazy,Chris Brown,3552311,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
22,23,Martin & Gina,Polo G,3534740,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
23,24,my ex's best friend (with blackbear),Machine Gun Kelly,3409825,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
24,25,24 (feat. Lil Baby),Money Man,3359182,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
25,26,What You Know Bout Love,Pop Smoke,3310653,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
26,27,Roses - Imanbek Remix,SAINt JHN,3306059,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
27,28,7 Summers,Morgan Wallen,3287254,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
28,29,Put Your Records On,Ritt Momney,3257777,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
29,30,Be Like That - feat. Swae Lee & Khalid,Kane Brown,3226889,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
30,31,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,3212663,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
31,32,Diamonds,Sam Smith,3160019,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
32,33,Lucid Dreams,Juice WRLD,3100277,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
33,34,Circles,Post Malone,3039382,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
34,35,Robbery,Juice WRLD,3034215,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
35,36,The Box,Roddy Ricch,3031906,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
36,37,All Girls Are The Same,Juice WRLD,2982690,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
37,38,GREECE (feat. Drake),DJ Khaled,2951470,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
38,39,Hawái,Maluma,2935834,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
39,40,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2934704,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
40,41,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2927342,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
41,42,Midnight Sky,Miley Cyrus,2865250,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
42,43,21,Polo G,2860069,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
43,44,death bed (coffee for your head),Powfu,2839772,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
44,45,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2805066,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
45,46,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2796001,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
46,47,Dolly (with Lil Uzi Vert),Lil Tecca,2778346,https://open.spotify.com/track/77Xwqkw7VrV8E5FCq9JhO8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
47,48,We Paid (feat. 42 Dugg),Lil Baby,2766781,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
48,49,Conversations,Juice WRLD,2763725,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
49,50,Before You Go,Lewis Capaldi,2761789,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
50,51,Party Girl,StaySolidRocky,2708500,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
51,52,Someone You Loved,Lewis Capaldi,2652142,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
52,53,Without You,Luke Combs,2597187,https://open.spotify.com/track/34slXA5D75T5S0dwYYRd4J,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
53,54,After Party,Don Toliver,2596670,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
54,55,Electric Love,BØRNS,2591031,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
55,56,Mad at Disney,salem ilese,2583928,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
56,57,Got It On Me,Pop Smoke,2565323,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
57,58,Head & Heart (feat. MNEK),Joel Corry,2530441,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
58,59,Righteous,Juice WRLD,2489528,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
59,60,Breaking Me,Topic,2487141,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
60,61,goosebumps,Travis Scott,2406334,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
61,62,Lets Link,WhoHeem,2398111,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
62,63,Ice Cream (with Selena Gomez),BLACKPINK,2397415,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
63,64,Adore You,Harry Styles,2396132,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
64,65,Rain On Me (with Ariana Grande),Lady Gaga,2377191,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
65,66,GO (feat. Juice WRLD),The Kid LAROI,2377035,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
66,67,Me Gusta (with Cardi B & Myke Towers),Anitta,2351182,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
67,68,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2326339,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
68,69,Life Is Good (feat. Drake),Future,2316630,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
69,70,Intentions (feat. Quavo),Justin Bieber,2309325,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
70,71,Tap In,Saweetie,2295737,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
71,72,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2293740,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
72,73,Girls in the Hood,Megan Thee Stallion,2278687,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
73,74,SICKO MODE,Travis Scott,2274896,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
74,75,cardigan,Taylor Swift,2270328,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
75,76,hot girl bummer,blackbear,2264064,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
76,77,Still Don't Know My Name,Labrinth,2247316,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
77,78,Whiskey Glasses,Morgan Wallen,2234234,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
78,79,HIGHEST IN THE ROOM,Travis Scott,2206659,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
79,80,Dior,Pop Smoke,2198191,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
80,81,You Got It,Vedo,2193271,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
81,82,Sunday Best,Surfaces,2185812,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
82,83,WHATS POPPIN,Jack Harlow,2178885,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
83,84,Daisy,Ashnikko,2176600,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
84,85,Toosie Slide,Drake,2163911,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
85,86,September,"Earth, Wind & Fire",2161243,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
86,87,THE SCOTTS,THE SCOTTS,2153348,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
87,88,Are You Bored Yet? (feat. Clairo),Wallows,2151127,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
88,89,The Bigger Picture,Lil Baby,2137848,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
89,90,More Than My Hometown,Morgan Wallen,2082898,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
90,91,Chasin' You,Morgan Wallen,2074859,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
91,92,ROXANNE,Arizona Zervas,2067894,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
92,93,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2067744,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
93,94,Falling,Trevor Daniel,2021211,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
94,95,Ballin' (with Roddy Ricch),Mustard,2006568,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
95,96,Jocelyn Flores,XXXTENTACION,2001149,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
96,97,If the World Was Ending - feat. Julia Michaels,JP Saxe,2000405,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
97,98,SLOW DANCING IN THE DARK,Joji,1987947,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
98,99,the 1,Taylor Swift,1981055,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
99,100,Stunnin' (feat. Harm Franklin),Curtis Waters,1980204,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
100,101,OK Not To Be OK,Marshmello,1960626,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
101,102,my future,Billie Eilish,1946666,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
102,103,exile (feat. Bon Iver),Taylor Swift,1939022,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
103,104,Walk Em Down (feat. Roddy Ricch),NLE Choppa,1924960,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
104,105,Flex (feat. Juice WRLD),Polo G,1918507,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
105,106,Savage Remix (feat. Beyoncé),Megan Thee Stallion,1918000,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
106,107,Excitement,Trippie Redd,1906047,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
107,108,BLIND (feat. Young Thug),DaBaby,1892203,https://open.spotify.com/track/2T5NBwKRySiCR78vVk08vr,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
108,109,Money Trees,Kendrick Lamar,1868260,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
109,110,Beautiful Crazy,Luke Combs,1867809,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
110,111,Stuck with U (with Justin Bieber),Ariana Grande,1852907,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
111,112,Falling,Harry Styles,1845621,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
112,113,I Hope,Gabby Barrett,1838920,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
113,114,Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,1837101,https://open.spotify.com/track/13VXVxePp4NUiXwtmQ0viz,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
114,115,No Guidance (feat. Drake),Chris Brown,1834134,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
115,116,Chicago Freestyle (feat. Giveon),Drake,1831049,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
116,117,No Wind Resistance!,Kinneret,1824309,https://open.spotify.com/track/78Vm1H6bT8WQyPNyx7HBhP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
117,118,feel something,Bea Miller,1799596,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
118,119,Heartless (feat. Morgan Wallen),Diplo,1772731,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
119,120,Star Shopping,Lil Peep,1772688,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
120,121,High Fashion (feat. Mustard),Roddy Ricch,1771776,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
121,122,20 Min,Lil Uzi Vert,1770600,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
122,123,Narrow Road (feat. Lil Baby),NLE Choppa,1768913,https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
123,124,Godzilla (feat. Juice WRLD),Eminem,1767896,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
124,125,Dance Monkey,Tones And I,1765441,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
125,126,Sofia,Clairo,1755406,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
126,127,Sweater Weather,The Neighbourhood,1752965,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
127,128,Take You Dancing,Jason Derulo,1749894,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
128,129,BOP,DaBaby,1746970,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
129,130,SAD!,XXXTENTACION,1741955,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
130,131,MIDDLE CHILD,J. Cole,1738982,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
131,132,Life's A Mess (feat. Halsey),Juice WRLD,1737650,https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
132,133,July,Noah Cyrus,1733810,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
133,134,When You Down (with Polo G feat. Lil Durk),Lil Tecca,1731080,https://open.spotify.com/track/5kTn07V96U8LyoQgz6DZzX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18
